title,artist,institution,licence,page_url,image_url,file,jpeg_bytes
American Gothic,Grant Wood,Wikimedia Commons,Public domain,https://commons.wikimedia.org/wiki/File:Grant_DeVolson_Wood_-_American_Gothic.jpg,https://upload.wikimedia.org/wikipedia/commons/7/71/Grant_DeVolson_Wood_-_American_Gothic.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,assets/paintings/american-gothic__grant-wood.jpg,2061397
A Sunday Afternoon on the Island of La Grande Jatte,Georges Seurat,Wikimedia Commons,Public domain,"https://commons.wikimedia.org/wiki/File:A_Sunday_on_La_Grande_Jatte,_Georges_Seurat,_1884.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/A_Sunday_on_La_Grande_Jatte%2C_Georges_Seurat%2C_1884.jpg/1920px-A_Sunday_on_La_Grande_Jatte%2C_Georges_Seurat%2C_1884.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/a-sunday-afternoon-on-the-island-of-la-grande__georges-seurat.jpg,1246477
Bal du moulin de la Galette,Pierre-Auguste Renoir,Wikimedia Commons,Public domain,"https://commons.wikimedia.org/wiki/File:Renoir,_Pierre-Auguste_-_Dance_at_Le_Moulin_de_la_Galette,_1876.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Renoir%2C_Pierre-Auguste_-_Dance_at_Le_Moulin_de_la_Galette%2C_1876.jpg/1920px-Renoir%2C_Pierre-Auguste_-_Dance_at_Le_Moulin_de_la_Galette%2C_1876.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/bal-du-moulin-de-la-galette__pierre-auguste-renoir.jpg,937418
Luncheon of the Boating Party,Pierre-Auguste Renoir,Wikimedia Commons,Public domain,https://commons.wikimedia.org/wiki/File:Pierre-Auguste_Renoir_-_Luncheon_of_the_Boating_Party_-_Google_Art_Project.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Pierre-Auguste_Renoir_-_Luncheon_of_the_Boating_Party_-_Google_Art_Project.jpg/1920px-Pierre-Auguste_Renoir_-_Luncheon_of_the_Boating_Party_-_Google_Art_Project.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/luncheon-of-the-boating-party__pierre-auguste-renoir.jpg,802168
Madame X,John Singer Sargent,Wikimedia Commons,Public domain,"https://commons.wikimedia.org/wiki/File:Madame_X_(Madame_Pierre_Gautreau),_John_Singer_Sargent,_1884_(unfree_frame_crop).jpg",https://upload.wikimedia.org/wikipedia/commons/a/a4/Madame_X_%28Madame_Pierre_Gautreau%29%2C_John_Singer_Sargent%2C_1884_%28unfree_frame_crop%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,assets/paintings/madame-x__john-singer-sargent.jpg,1445234
The Raft of the Medusa,Theodore Gericault,Wikimedia Commons,Public domain,"https://commons.wikimedia.org/wiki/File:JEAN_LOUIS_TH%C3%89ODORE_G%C3%89RICAULT_-_La_Balsa_de_la_Medusa_(Museo_del_Louvre,_1818-19).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/JEAN_LOUIS_TH%C3%89ODORE_G%C3%89RICAULT_-_La_Balsa_de_la_Medusa_%28Museo_del_Louvre%2C_1818-19%29.jpg/1920px-JEAN_LOUIS_TH%C3%89ODORE_G%C3%89RICAULT_-_La_Balsa_de_la_Medusa_%28Museo_del_Louvre%2C_1818-19%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/the-raft-of-the-medusa__theodore-gericault.jpg,890850
Liberty Leading the People,Eugene Delacroix,Wikimedia Commons,Public domain,https://commons.wikimedia.org/wiki/File:Eug%C3%A8ne_Delacroix_-_La_libert%C3%A9_guidant_le_peuple.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Eug%C3%A8ne_Delacroix_-_La_libert%C3%A9_guidant_le_peuple.jpg/1920px-Eug%C3%A8ne_Delacroix_-_La_libert%C3%A9_guidant_le_peuple.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/liberty-leading-the-people__eugene-delacroix.jpg,973489
The Death of Socrates,Jacques-Louis David,Wikimedia Commons,Public domain,https://commons.wikimedia.org/wiki/File:David_-_The_Death_of_Socrates.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/David_-_The_Death_of_Socrates.jpg/1920px-David_-_The_Death_of_Socrates.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/the-death-of-socrates__jacques-louis-david.jpg,401108
Napoleon Crossing the Alps,Jacques-Louis David,Wikimedia Commons,Public domain,https://commons.wikimedia.org/wiki/File:Napoleon_at_the_Great_St._Bernard_-_Jacques-Louis_David_-_Google_Cultural_Institute.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Napoleon_at_the_Great_St._Bernard_-_Jacques-Louis_David_-_Google_Cultural_Institute.jpg/1920px-Napoleon_at_the_Great_St._Bernard_-_Jacques-Louis_David_-_Google_Cultural_Institute.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/napoleon-crossing-the-alps__jacques-louis-david.jpg,1128284
The Coronation of Napoleon,Jacques-Louis David,Wikimedia Commons,Public domain,https://commons.wikimedia.org/wiki/File:Jacques-Louis_David_-_The_Coronation_of_Napoleon_(1805-1807).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Jacques-Louis_David_-_The_Coronation_of_Napoleon_%281805-1807%29.jpg/1920px-Jacques-Louis_David_-_The_Coronation_of_Napoleon_%281805-1807%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/the-coronation-of-napoleon__jacques-louis-david.jpg,822769
The Oath of the Horatii,Jacques-Louis David,Wikimedia Commons,Public domain,https://commons.wikimedia.org/wiki/File:Jacques-Louis_David_-_Oath_of_the_Horatii_-_Google_Art_Project.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Jacques-Louis_David_-_Oath_of_the_Horatii_-_Google_Art_Project.jpg/1920px-Jacques-Louis_David_-_Oath_of_the_Horatii_-_Google_Art_Project.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/the-oath-of-the-horatii__jacques-louis-david.jpg,713772
Whistler's Mother,James McNeill Whistler,Wikimedia Commons,Public domain,https://commons.wikimedia.org/wiki/File:Whistlers_Mother_high_res.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Whistlers_Mother_high_res.jpg/1920px-Whistlers_Mother_high_res.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/whistler-s-mother__james-mcneill-whistler.jpg,810485
Washington Crossing the Delaware,Emanuel Leutze,Wikimedia Commons,Public domain,"https://commons.wikimedia.org/wiki/File:Washington_Crossing_the_Delaware_by_Emanuel_Leutze,_MMA-NYC,_1851.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Washington_Crossing_the_Delaware_by_Emanuel_Leutze%2C_MMA-NYC%2C_1851.jpg/1920px-Washington_Crossing_the_Delaware_by_Emanuel_Leutze%2C_MMA-NYC%2C_1851.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/washington-crossing-the-delaware__emanuel-leutze.jpg,562466
The Gleaners,Jean-Francois Millet,Wikimedia Commons,Public domain,https://commons.wikimedia.org/wiki/File:Jean-Fran%C3%A7ois_Millet_-_Gleaners_-_Google_Art_Project_2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Jean-Fran%C3%A7ois_Millet_-_Gleaners_-_Google_Art_Project_2.jpg/1920px-Jean-Fran%C3%A7ois_Millet_-_Gleaners_-_Google_Art_Project_2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/the-gleaners__jean-francois-millet.jpg,911486
The Angelus,Jean-Francois Millet,Wikimedia Commons,Public domain,https://commons.wikimedia.org/wiki/File:Jean-Fran%C3%A7ois_Millet_Angelus.jpg,https://upload.wikimedia.org/wikipedia/commons/5/57/Jean-Fran%C3%A7ois_Millet_Angelus.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,assets/paintings/the-angelus__jean-francois-millet.jpg,116212
Ophelia,John Everett Millais,Wikimedia Commons,Public domain,https://commons.wikimedia.org/wiki/File:John_Everett_Millais_-_Ophelia_-_Google_Art_Project.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/John_Everett_Millais_-_Ophelia_-_Google_Art_Project.jpg/1920px-John_Everett_Millais_-_Ophelia_-_Google_Art_Project.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/ophelia__john-everett-millais.jpg,1140960
The Calling of St Matthew,Caravaggio,Wikimedia Commons,Public domain,https://commons.wikimedia.org/wiki/File:Calling-of-st-matthew.jpg,https://upload.wikimedia.org/wikipedia/commons/1/14/Calling-of-st-matthew.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,assets/paintings/the-calling-of-st-matthew__caravaggio.jpg,132248
The Cardsharps,Caravaggio,Wikimedia Commons,Public domain,https://commons.wikimedia.org/wiki/File:Caravaggio_(Michelangelo_Merisi)_-_The_Cardsharps_-_Google_Art_Project.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Caravaggio_%28Michelangelo_Merisi%29_-_The_Cardsharps_-_Google_Art_Project.jpg/1920px-Caravaggio_%28Michelangelo_Merisi%29_-_The_Cardsharps_-_Google_Art_Project.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/the-cardsharps__caravaggio.jpg,780692
The Taking of Christ,Caravaggio,Wikimedia Commons,Public domain,https://commons.wikimedia.org/wiki/File:The_Taking_of_Christ-Caravaggio_(c.1602).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/The_Taking_of_Christ-Caravaggio_%28c.1602%29.jpg/1920px-The_Taking_of_Christ-Caravaggio_%28c.1602%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/the-taking-of-christ__caravaggio.jpg,653967
Bacchus,Caravaggio,Wikimedia Commons,Public domain,https://commons.wikimedia.org/wiki/File:Bacchus_by_Caravaggio_1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Bacchus_by_Caravaggio_1.jpg/1920px-Bacchus_by_Caravaggio_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/bacchus__caravaggio.jpg,1579625
Judith Beheading Holofernes,Caravaggio,Wikimedia Commons,Public domain,https://commons.wikimedia.org/wiki/File:Caravaggio_Judith_Beheading_Holofernes.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b2/Caravaggio_Judith_Beheading_Holofernes.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,assets/paintings/judith-beheading-holofernes__caravaggio.jpg,150585
David with the Head of Goliath,Caravaggio,Wikimedia Commons,Public domain,https://commons.wikimedia.org/wiki/File:Caravaggio_-_David_with_the_Head_of_Goliath_-_Vienna.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Caravaggio_-_David_with_the_Head_of_Goliath_-_Vienna.jpg/1920px-Caravaggio_-_David_with_the_Head_of_Goliath_-_Vienna.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/david-with-the-head-of-goliath__caravaggio.jpg,762702
Supper at Emmaus,Caravaggio,Wikimedia Commons,Public domain,https://commons.wikimedia.org/wiki/File:Supper_at_Emmaus-Caravaggio_(1606).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Supper_at_Emmaus-Caravaggio_%281606%29.jpg/1920px-Supper_at_Emmaus-Caravaggio_%281606%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/supper-at-emmaus__caravaggio.jpg,762092
The Lute Player,Caravaggio,Wikimedia Commons,Public domain,"https://commons.wikimedia.org/wiki/File:1596_Caravaggio,_The_Lute_Player_New_York.jpg",https://upload.wikimedia.org/wikipedia/commons/6/6f/1596_Caravaggio%2C_The_Lute_Player_New_York.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,assets/paintings/the-lute-player__caravaggio.jpg,151008
Narcissus,Caravaggio,Wikimedia Commons,Public domain,https://commons.wikimedia.org/wiki/File:Narcissus-Caravaggio_(1594-96)_edited.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Narcissus-Caravaggio_%281594-96%29_edited.jpg/1920px-Narcissus-Caravaggio_%281594-96%29_edited.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/narcissus__caravaggio.jpg,1448897
Young Hare,Albrecht Durer,Wikimedia Commons,Public domain,"https://commons.wikimedia.org/wiki/File:Albrecht_D%C3%BCrer_-_Hare,_1502_-_Google_Art_Project.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Albrecht_D%C3%BCrer_-_Hare%2C_1502_-_Google_Art_Project.jpg/1920px-Albrecht_D%C3%BCrer_-_Hare%2C_1502_-_Google_Art_Project.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/young-hare__albrecht-durer.jpg,1099368
Penitent Magdalene,Caravaggio,Wikimedia Commons,Public domain,https://commons.wikimedia.org/wiki/File:Michelangelo_Caravaggio_063.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Michelangelo_Caravaggio_063.jpg/1920px-Michelangelo_Caravaggio_063.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/penitent-magdalene__caravaggio.jpg,504816
The Conversion of Saint Paul,Caravaggio,Wikimedia Commons,Public domain,https://commons.wikimedia.org/wiki/File:The_Conversion_of_Saint_Paul-Caravaggio_(c._1600-1).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/The_Conversion_of_Saint_Paul-Caravaggio_%28c._1600-1%29.jpg/1920px-The_Conversion_of_Saint_Paul-Caravaggio_%28c._1600-1%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/the-conversion-of-saint-paul__caravaggio.jpg,1049976
The Great Wave off Kanagawa,Hokusai,Wikimedia Commons,Public domain,https://commons.wikimedia.org/wiki/File:Tsunami_by_hokusai_19th_century.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Tsunami_by_hokusai_19th_century.jpg/1920px-Tsunami_by_hokusai_19th_century.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/the-great-wave-off-kanagawa__hokusai.jpg,973284
The Four Horsemen of the Apocalypse,Albrecht Durer,Wikimedia Commons,Public domain,https://commons.wikimedia.org/wiki/File:The_Four_Horsemen_(CBL_WEp_0021).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/The_Four_Horsemen_%28CBL_WEp_0021%29.jpg/1920px-The_Four_Horsemen_%28CBL_WEp_0021%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/the-four-horsemen-of-the-apocalypse__albrecht-durer.jpg,3001120
Melencolia I,Albrecht Durer,Wikimedia Commons,Public domain,https://commons.wikimedia.org/wiki/File:Albrecht_D%C3%BCrer_-_Melencolia_I_-_Google_Art_Project_(427760).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Albrecht_D%C3%BCrer_-_Melencolia_I_-_Google_Art_Project_%28427760%29.jpg/1920px-Albrecht_D%C3%BCrer_-_Melencolia_I_-_Google_Art_Project_%28427760%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/melencolia-i__albrecht-durer.jpg,2808922
Las Meninas,Diego Velazquez,Wikimedia Commons,Public domain,"https://commons.wikimedia.org/wiki/File:Las_Meninas_(1656),_by_Velazquez.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Las_Meninas_%281656%29%2C_by_Velazquez.jpg/1920px-Las_Meninas_%281656%29%2C_by_Velazquez.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/las-meninas__diego-velazquez.jpg,1230084
The Kiss,Gustav Klimt,Wikimedia Commons,Public domain,https://commons.wikimedia.org/wiki/File:The_Kiss_-_Gustav_Klimt_-_Google_Cultural_Institute.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/The_Kiss_-_Gustav_Klimt_-_Google_Cultural_Institute.jpg/1920px-The_Kiss_-_Gustav_Klimt_-_Google_Cultural_Institute.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/the-kiss__gustav-klimt.jpg,1684972
The Hunters in the Snow,Pieter Bruegel the Elder,Wikimedia Commons,Public domain,https://commons.wikimedia.org/wiki/File:Pieter_Bruegel_the_Elder_-_Hunters_in_the_Snow_(Winter)_-_Google_Art_Project.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Pieter_Bruegel_the_Elder_-_Hunters_in_the_Snow_%28Winter%29_-_Google_Art_Project.jpg/1920px-Pieter_Bruegel_the_Elder_-_Hunters_in_the_Snow_%28Winter%29_-_Google_Art_Project.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/the-hunters-in-the-snow__pieter-bruegel-the-elder.jpg,902206
The Dance,Henri Matisse,Wikimedia Commons,Public domain,"https://commons.wikimedia.org/wiki/File:La_Danse_II,_par_Henri_Matisse.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/La_Danse_II%2C_par_Henri_Matisse.jpg/1920px-La_Danse_II%2C_par_Henri_Matisse.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/the-dance__henri-matisse.jpg,376666
The Death of Marat,Jacques-Louis David,Wikimedia Commons,Public domain,https://commons.wikimedia.org/wiki/File:Death_of_Marat_by_David.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Death_of_Marat_by_David.jpg/1920px-Death_of_Marat_by_David.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/the-death-of-marat__jacques-louis-david.jpg,1089735
The Dance Class,Edgar Degas,The Metropolitan Museum of Art,CC0 (Met Open Access),https://www.metmuseum.org/art/collection/search/438817,https://images.metmuseum.org/CRDImages/ep/web-large/DP-20101-001.jpg,assets/paintings/the-dance-class__edgar-degas.jpg,124833
The Third of May 1808,Francisco Goya,Wikimedia Commons,Public domain,"https://commons.wikimedia.org/wiki/File:El_Tres_de_Mayo,_by_Francisco_de_Goya,_from_Prado_(cropped).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/El_Tres_de_Mayo%2C_by_Francisco_de_Goya%2C_from_Prado_%28cropped%29.jpg/1920px-El_Tres_de_Mayo%2C_by_Francisco_de_Goya%2C_from_Prado_%28cropped%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/the-third-of-may-1808__francisco-goya.jpg,558394
The Large Bathers,Paul Cezanne,Wikimedia Commons,Public domain,"https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne,_French_-_The_Large_Bathers_-_Google_Art_Project.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Paul_C%C3%A9zanne%2C_French_-_The_Large_Bathers_-_Google_Art_Project.jpg/1920px-Paul_C%C3%A9zanne%2C_French_-_The_Large_Bathers_-_Google_Art_Project.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/the-large-bathers__paul-cezanne.jpg,883036
The Card Players,Paul Cezanne,Wikimedia Commons,Public domain,"https://commons.wikimedia.org/wiki/File:Les_Joueurs_de_cartes,_par_Paul_C%C3%A9zanne.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Les_Joueurs_de_cartes%2C_par_Paul_C%C3%A9zanne.jpg/1920px-Les_Joueurs_de_cartes%2C_par_Paul_C%C3%A9zanne.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/the-card-players__paul-cezanne.jpg,1116423
"The Bodmer Oak, Fontainebleau Forest",Gustave Courbet,Wikimedia Commons,CC0,"https://commons.wikimedia.org/wiki/File:The_Bodmer_Oak,_Fontainebleau_Forest_MET_DT1560.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/The_Bodmer_Oak%2C_Fontainebleau_Forest_MET_DT1560.jpg/1920px-The_Bodmer_Oak%2C_Fontainebleau_Forest_MET_DT1560.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/the-bodmer-oak-fontainebleau-forest__gustave-courbet.jpg,888720
La Grande Odalisque,Jean-Auguste-Dominique Ingres,Wikimedia Commons,Public domain,"https://commons.wikimedia.org/wiki/File:Jean_Auguste_Dominique_Ingres,_La_Grande_Odalisque,_1814.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Jean_Auguste_Dominique_Ingres%2C_La_Grande_Odalisque%2C_1814.jpg/1920px-Jean_Auguste_Dominique_Ingres%2C_La_Grande_Odalisque%2C_1814.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/la-grande-odalisque__jean-auguste-dominique-in.jpg,560602
Venus of Urbino,Titian,Wikimedia Commons,Public domain,https://commons.wikimedia.org/wiki/File:Tiziano_-_Venere_di_Urbino_-_Google_Art_Project.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Tiziano_-_Venere_di_Urbino_-_Google_Art_Project.jpg/1920px-Tiziano_-_Venere_di_Urbino_-_Google_Art_Project.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/venus-of-urbino__titian.jpg,640424
Christ in the Storm on the Sea of Galilee,Rembrandt,Wikimedia Commons,Public domain,https://commons.wikimedia.org/wiki/File:Rembrandt_Christ_in_the_Storm_on_the_Lake_of_Galilee.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Rembrandt_Christ_in_the_Storm_on_the_Lake_of_Galilee.jpg/1920px-Rembrandt_Christ_in_the_Storm_on_the_Lake_of_Galilee.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/christ-in-the-storm-on-the-sea-of-galilee__rembrandt.jpg,745979
Girl Reading a Letter at an Open Window,Johannes Vermeer,Wikimedia Commons,Public domain,https://commons.wikimedia.org/wiki/File:Johannes_Vermeer_-_Girl_Reading_a_Letter_by_an_Open_Window_-_Google_Art_Project.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Johannes_Vermeer_-_Girl_Reading_a_Letter_by_an_Open_Window_-_Google_Art_Project.jpg/1920px-Johannes_Vermeer_-_Girl_Reading_a_Letter_by_an_Open_Window_-_Google_Art_Project.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/girl-reading-a-letter-at-an-open-window__johannes-vermeer.jpg,1370874
View of Delft,Johannes Vermeer,Wikimedia Commons,Public domain,"https://commons.wikimedia.org/wiki/File:View_of_Delft,_by_Johannes_Vermeer.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/View_of_Delft%2C_by_Johannes_Vermeer.jpg/1920px-View_of_Delft%2C_by_Johannes_Vermeer.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/view-of-delft__johannes-vermeer.jpg,996512
The Swing,Jean-Honore Fragonard,Wikimedia Commons,Public domain,https://commons.wikimedia.org/wiki/File:Joean_Honor%C3%A9_Fragonard_-_The_Swing.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Joean_Honor%C3%A9_Fragonard_-_The_Swing.jpg/1920px-Joean_Honor%C3%A9_Fragonard_-_The_Swing.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,assets/paintings/the-swing__jean-honore-fragonard.jpg,1892121
